id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,lat,lon,tweet_created,tweet_location,user_timezone
7888,positive,1,-118.385912,-118.385912,Delta,-118.385912,AeroJobMarket,-118.385912,0,@JetBlue @Airbus Wow what an amazing video https://t.co/dbcvEPn5QC Great world Guys #Bluemanity #CoreValues #Passion #AeroJobMarket,40.74804263,-118.385912,2/21/2015 3:54,Worldwide,London
7889,positive,1,-118.385912,-118.385912,Delta,-118.385912,Michael_Lytle,-118.385912,0,@JetBlue today my family gets to experience #mosaic status w/ me! #LifeIsGood,40.74804263,-118.385912,2/21/2015 3:30,"Salem, NH",Eastern Time (US & Canada)
7890,neutral,0.6503,-118.385912,-118.385912,Delta,-118.385912,Galapaghxst,-118.385912,0,@JetBlue real shit my nigga north don't play around!,40.74804263,-118.385912,2/21/2015 3:10,-118.385912,-118.385912
7891,positive,0.6394,-118.385912,-118.385912,Delta,-118.385912,mutantgatto,-118.385912,0,@JetBlue word thanks,40.74804263,-118.385912,2/21/2015 3:08,ravioli,Eastern Time (US & Canada)
7892,neutral,1,-118.385912,-118.385912,Delta,-118.385912,mutantgatto,-118.385912,0,@JetBlue by any chance do u offer fresh guacamole on your flights,40.74804263,-118.385912,2/21/2015 2:53,ravioli,Eastern Time (US & Canada)
7893,neutral,0.6526,-118.385912,-118.385912,Delta,-118.385912,tammyterez,-118.385912,0,@JetBlue Get me out of this 7 degree weather...here we go! #westpalmbeachbound  🌞✈️👸,40.74804263,-118.385912,2/21/2015 2:37,New York ,Eastern Time (US & Canada)
7894,neutral,1,-118.385912,-118.385912,Delta,-118.385912,JetBlueNews,-118.385912,0,@JetBlue Airways Lowered to Strong Sell at Vetr Inc. (JBLU) - Mideast Time http://t.co/yMMH9k4CBr,40.74804263,-118.385912,2/21/2015 2:36,USA,Sydney
7895,neutral,1,-118.385912,-118.385912,Delta,-118.385912,theycallme_HH,-118.385912,0,@JetBlue Thank you ! What about Paris ? Could we arrange something from there ?,0,0,2/21/2015 2:10,Orleans/Tarpon Springs/London,Amsterdam
7896,neutral,1,-118.385912,-118.385912,Delta,-118.385912,theycallme_HH,-118.385912,0,@JetBlue we are trying to go as far away from King'sCollegeLondon as possible for charity today. Would you help us ? #jailbreak #RAG,0,0,2/21/2015 2:04,Orleans/Tarpon Springs/London,Amsterdam
7897,neutral,1,-118.385912,-118.385912,Delta,-118.385912,JetBlueNews,-118.385912,0,@JetBlue Fliers to Gain Access to WSJ Content - @zacks_com http://t.co/GouzrdT7ZF,40.74804263,-118.385912,2/21/2015 1:36,USA,Sydney
7898,negative,0.674,Late Flight,0.674,Delta,-118.385912,chelseylamwatt,-118.385912,0,"@JetBlue It's not ideal, but it's okay. Better Late Flight than never! :)",40.74804263,-118.385912,2/21/2015 1:31,"New York, NY | Orlando, FL",Eastern Time (US & Canada)
7899,negative,1,Lost Luggage,1,Delta,-118.385912,mattwheeler,-118.385912,0,"@JetBlue yeah that's all been done. Define ""incidentals""? How much can I spend on gear so this trip is not a waste?",40.64342444,-111.4939257,2/21/2015 0:12,"New York, NY",Eastern Time (US & Canada)
7900,negative,1,Lost Luggage,1,Delta,-118.385912,mattwheeler,-118.385912,0,@JetBlue so you guys lost my bag that had all my ski gear in it. I flew here from NYC to ski. Should I buy new stuff tomorrow? ...,40.64339686,-111.4933727,2/21/2015 0:02,"New York, NY",Eastern Time (US & Canada)
7901,positive,0.6742,-118.385912,-118.385912,Delta,-118.385912,traciglee,-118.385912,0,"@JetBlue 162, SMF to JFK!",40.74804263,-118.385912,2/20/2015 23:30,"New York, NY",Eastern Time (US & Canada)
7902,neutral,0.6039,-118.385912,-118.385912,Delta,-118.385912,woawABQ,-118.385912,0,"@JetBlue If you'd love to see more girls be inspired about becoming pilots, RT our free WOAW event March 2-8 at ABQ. http://t.co/rfXlV1kGDh",40.74804263,-118.385912,2/20/2015 22:16,"Albuquerque, NM",-118.385912
7903,neutral,0.3602,-118.385912,0,Delta,-118.385912,jmoalmawali,-118.385912,0,@JetBlue thanks anyways @SouthwestAir has my back! Awesome rate &amp; amazing customer service #nomoreaggravation,40.74804263,-118.385912,2/20/2015 21:32,Boston,-118.385912
7904,negative,1,Customer Service Issue,1,Delta,-118.385912,jmoalmawali,-118.385912,0,@JetBlue on hold for 30 mins placed on hold then hung up on 2nd time in 2 days Only looking for group rates. BOS-SJU 5-12 to 5-19 10 people,40.74804263,-118.385912,2/20/2015 21:25,Boston,-118.385912
7905,negative,1,Customer Service Issue,1,Delta,-118.385912,jmoalmawali,-118.385912,0,@JetBlue you're customer service is terrible. #NeverAgain #flywhonotblue,40.74804263,-118.385912,2/20/2015 21:21,Boston,-118.385912
7906,negative,1,Late Flight,0.6617,Delta,-118.385912,thatsmypotpie,-118.385912,0,@JetBlue now we are delayed until 1:02! This is ridiculous,40.74804263,-118.385912,2/20/2015 21:18,Central Perk,Eastern Time (US & Canada)
7907,negative,1,Flight Attendant Complaints,1,Delta,-118.385912,genna_campos,-118.385912,0,@JetBlue you're flight attendants suck and are always rude :( 4th bad experience with JetBlue tonight :/,40.74804263,-118.385912,2/20/2015 21:16,-118.385912,Eastern Time (US & Canada)
7908,negative,1,Late Flight,0.6404,Delta,-118.385912,AMakuh,-118.385912,0,@JetBlue says the person who hasn't been delayed for hours and now sitting on a runway with a wailing baby ;),40.74804263,-118.385912,2/20/2015 20:52,-118.385912,-118.385912
7909,negative,1,Late Flight,1,Delta,-118.385912,cindydavis_,-118.385912,0,"@JetBlue flight 672 delayed from 9:30 to 11:47 now, still sitting on runway over 15 minutes so far. Air travel at its best.",40.74804263,-118.385912,2/20/2015 20:48,New York,Atlantic Time (Canada)
7910,neutral,0.3363,-118.385912,0,Delta,-118.385912,KoolieAshSays,-118.385912,0,@JetBlue oh. Makes sense. My bad.,40.88529232,-73.856635,2/20/2015 20:41,"ÜT: 17.9889591,-76.7712636",Pacific Time (US & Canada)
7911,negative,1,Can't Tell,0.6761,Delta,-118.385912,thatsmypotpie,-118.385912,0,@JetBlue 1242 now?! I may cry!,40.74804263,-118.385912,2/20/2015 20:38,Central Perk,Eastern Time (US & Canada)
7912,negative,0.662,Flight Booking Problems,0.662,Delta,-118.385912,KoolieAshSays,-118.385912,0,@JetBlue why won't the site let me book tickets for nov for jfk to kin?,40.88539964,-73.85658056,2/20/2015 20:35,"ÜT: 17.9889591,-76.7712636",Pacific Time (US & Canada)
7913,negative,1,Late Flight,1,Delta,-118.385912,jcran72,-118.385912,0,@JetBlue Late Flight again lost almost 3 hours of my bay area weekend not to mention two hours of unnecessary vacation time from work.  #flt348,40.74804263,-118.385912,2/20/2015 20:32,Long Beach,-118.385912
7914,positive,1,-118.385912,-118.385912,Delta,-118.385912,LustyLovah,-118.385912,0,@JetBlue of course !!!!,40.74804263,-118.385912,2/20/2015 20:16,Where my pockets can take me,Quito
7915,positive,1,-118.385912,-118.385912,Delta,-118.385912,FerrisSalameh,-118.385912,0,@JetBlue thank you,40.7171667,-73.96415608,2/20/2015 20:03,"Brooklyn, NY",Eastern Time (US & Canada)
7916,positive,0.7263,-118.385912,-118.385912,Delta,-118.385912,TumbaSherman,-118.385912,0,@JetBlue thanks! I'll do it.,40.74804263,-118.385912,2/20/2015 20:00,Ft. Lauderdale,Eastern Time (US & Canada)
7917,negative,0.6252,Bad Flight,0.3307,Delta,-118.385912,TumbaSherman,-118.385912,0,@JetBlue yes I do. I will get you exact data. Your download is fine it's your upload bandwidth and ping that are the issue. Ping especially,40.74804263,-118.385912,2/20/2015 20:00,Ft. Lauderdale,Eastern Time (US & Canada)
7918,positive,1,-118.385912,-118.385912,Delta,-118.385912,corradokid,-118.385912,0,@JetBlue @FerrisSalameh Love JetBlue's speedy Twitter customer service.,40.74804263,-118.385912,2/20/2015 19:59,"New York, NY",Eastern Time (US & Canada)
7919,neutral,1,-118.385912,-118.385912,Delta,-118.385912,FerrisSalameh,-118.385912,0,"@JetBlue since high likelihood of snow at time of flight tomorrow, any chance I can rebook for Sunday?",40.71716644,-73.96426215,2/20/2015 19:56,"Brooklyn, NY",Eastern Time (US & Canada)
7920,neutral,1,-118.385912,-118.385912,Delta,-118.385912,JetBlueNews,-118.385912,0,@JetBlue: DCA to Nantucket - Washington Business Journal http://t.co/ebxC94kFJD,40.74804263,-118.385912,2/20/2015 19:36,USA,Sydney
7921,positive,0.7047,-118.385912,-118.385912,Delta,-118.385912,airtraffic01,-118.385912,0,@JetBlue thanks!,40.74804263,-118.385912,2/20/2015 19:32,Bushwood,-118.385912
7922,neutral,1,-118.385912,-118.385912,Delta,-118.385912,airtraffic01,-118.385912,0,"@JetBlue Traveling with two kids tomorrow (ages 7 and 4) domestic, do they need birth certificates to check in at airport?",40.74804263,-118.385912,2/20/2015 19:25,Bushwood,-118.385912
7923,positive,1,-118.385912,-118.385912,Delta,-118.385912,joel_betances,-118.385912,0,@JetBlue thank you so much for your effort,40.74804263,-118.385912,2/20/2015 19:22,new york,-118.385912
7924,positive,1,-118.385912,-118.385912,Delta,-118.385912,thatsmypotpie,-118.385912,0,@JetBlue thanks for letting us know. Hoping for no more delays!,40.74804263,-118.385912,2/20/2015 19:19,Central Perk,Eastern Time (US & Canada)
7925,negative,0.6854,Late Flight,0.3512,Delta,-118.385912,thatsmypotpie,-118.385912,0,@JetBlue appreciate the response Worst part is losing the non refundable hotel in Orlando. Your crew blamed wind! Hoping for no more delays!,40.74804263,-118.385912,2/20/2015 19:17,Central Perk,Eastern Time (US & Canada)
7926,neutral,1,-118.385912,-118.385912,Delta,-118.385912,thatsmypotpie,-118.385912,0,@JetBlue flight 1183 to Orlando.,40.74804263,-118.385912,2/20/2015 19:07,Central Perk,Eastern Time (US & Canada)
7927,negative,1,Late Flight,1,Delta,-118.385912,thatsmypotpie,-118.385912,0,"@JetBlue this is awful! flight out of jfk for our honeymoon is delayed AGAIN until 1225 AM, and we lost money on a hotel now! #delayforwhat?",40.74804263,-118.385912,2/20/2015 19:04,Central Perk,Eastern Time (US & Canada)
7928,neutral,1,-118.385912,-118.385912,Delta,-118.385912,joel_betances,-118.385912,0,@JetBlue my phone number when you have any news for me is (631)891-5722,40.74804263,-118.385912,2/20/2015 18:59,new york,-118.385912
7929,negative,1,Late Flight,0.3398,Delta,-118.385912,jcran72,-118.385912,0,@JetBlue flight 348 is a freaking nightmare tonight #sittingonthetarmac #delay,40.74804263,-118.385912,2/20/2015 18:58,Long Beach,-118.385912
7930,neutral,1,-118.385912,-118.385912,Delta,-118.385912,DKHurts,-118.385912,0,@JetBlue 😭 I used points can I get them back if I decide not to go?,40.74804263,-118.385912,2/20/2015 18:58,Brooklyn!,-118.385912
7931,neutral,1,-118.385912,-118.385912,Delta,-118.385912,joel_betances,-118.385912,0,@JetBlue is that one on the picture http://t.co/lxwbsfxfj0,40.74804263,-118.385912,2/20/2015 18:58,new york,-118.385912
7932,negative,0.3477,Late Flight,0.3477,Delta,-118.385912,ThatJasonEaton,-118.385912,0,@JetBlue I appreciate the speedy response. But the longer you delay the more inconvenience you put on your customers. Please nix change fee!,40.74804263,-118.385912,2/20/2015 18:49,-118.385912,-118.385912
7933,positive,0.6596,-118.385912,-118.385912,Delta,-118.385912,farms122,-118.385912,0,@JetBlue thanks!!,40.74804263,-118.385912,2/20/2015 18:46,-118.385912,Eastern Time (US & Canada)
7934,neutral,0.6383,-118.385912,0,Delta,-118.385912,tsmit,-118.385912,0,@JetBlue can you share where it is coming from?,40.74804263,-118.385912,2/20/2015 18:45,"Boston, MA",Eastern Time (US & Canada)
7935,neutral,0.3469,-118.385912,0,Delta,-118.385912,tsmit,-118.385912,0,@JetBlue weather where?  It's 60 in SFO and flight 834 is still on time to boston.,40.74804263,-118.385912,2/20/2015 18:39,"Boston, MA",Eastern Time (US & Canada)
7936,neutral,0.6612,-118.385912,0,Delta,-118.385912,dlewis2412,-118.385912,0,“@JetBlue: @dlewis2412 Sorry! Please ask Inflght if there is an open seat you can move to.” Will do!,40.74804263,-118.385912,2/20/2015 18:34,As global as possible,Atlantic Time (Canada)
7937,negative,1,Late Flight,1,Delta,-118.385912,tsmit,-118.385912,0,@JetBlue whats going on with flight 2034.  Delayed beyond 834.  Shouldnt thre flights switch at that point?,40.74804263,-118.385912,2/20/2015 18:33,"Boston, MA",Eastern Time (US & Canada)
7938,positive,0.6551,-118.385912,-118.385912,Delta,-118.385912,KTrerotola,-118.385912,0,@JetBlue thanks for the info... Figured that was the case. Hopefully my new hashtag will change that ;) #ABCLetJetBlueStreamFeed,40.74804263,-118.385912,2/20/2015 18:32,"Boston, MA",Eastern Time (US & Canada)
7939,negative,1,Bad Flight,0.6882,Delta,-118.385912,dlewis2412,-118.385912,0,@JetBlue what's up with the broken tv in seat 6F on flight 1818 today? Planned to catch the @cavs game!!! Nooooo,40.74804263,-118.385912,2/20/2015 18:31,As global as possible,Atlantic Time (Canada)
7940,neutral,1,-118.385912,-118.385912,Delta,-118.385912,MadameMaryAnn,-118.385912,0,@JetBlue April 6th. Anything specific I should know for my first flight?,43.3230125,-73.64314219,2/20/2015 18:28,Upstate New York,Eastern Time (US & Canada)
7941,negative,1,Customer Service Issue,1,Delta,-118.385912,joel_betances,-118.385912,0,@JetBlue I bein calling JetBlue no respond I leave my number no call back I think JetBlue is loosing a customer,40.74804263,-118.385912,2/20/2015 18:27,new york,-118.385912
7942,negative,1,Bad Flight,1,Delta,-118.385912,TumbaSherman,-118.385912,0,@JetBlue I'm on flt 700 lax to FLL both ppl are sleeping so Id rather not disturb in flight. Tried to dl movie no go http://t.co/Nh2i9ZlzMk,40.74804263,-118.385912,2/20/2015 18:23,Ft. Lauderdale,Eastern Time (US & Canada)
7943,negative,0.3537,Late Flight,0.3537,Delta,-118.385912,TraveLifeLove,-118.385912,0,Made it to #Costa #Rica and back @JetBlue Missing it already!  #Pura #Vida!,40.74804263,-118.385912,2/20/2015 18:21,The World,Eastern Time (US & Canada)
7944,neutral,1,-118.385912,-118.385912,Delta,-118.385912,KTrerotola,-118.385912,0,"@JetBlue me again :) you don't have ABC on Inflight TV, do you? (If so, what channel? #SharkTank is on!)",40.74804263,-118.385912,2/20/2015 18:13,"Boston, MA",Eastern Time (US & Canada)
7945,negative,0.6652,Bad Flight,0.3446,Delta,-118.385912,TumbaSherman,-118.385912,2,@JetBlue love you guys. You know that. But I paid for prem. wifi toplay @vainglorygame. No go. Ping terrible / up too http://t.co/CmjRIWOP7O,40.74804263,-118.385912,2/20/2015 18:08,Ft. Lauderdale,Eastern Time (US & Canada)
7946,positive,0.632,-118.385912,0,Delta,-118.385912,innovatefitnow,-118.385912,0,@JetBlue saved the day:) @Expedia lost a costumer #jetblue #makingthingseasy #feelbetter,40.74804263,-118.385912,2/20/2015 18:07,-118.385912,-118.385912
7947,neutral,1,-118.385912,-118.385912,Delta,-118.385912,BillyKace,-118.385912,0,@JetBlue 266 at LGB in Sunny So Cal http://t.co/V015PK7DSi,33.8117407,-118.1628,2/20/2015 17:27,-118.385912,Pacific Time (US & Canada)
7948,neutral,1,-118.385912,-118.385912,Delta,-118.385912,kbosspotter,-118.385912,0,@JetBlue do you think snow in boston on 2/24 will effect my flight?,40.74804263,-118.385912,2/20/2015 17:26,Logan International Airport,Atlantic Time (Canada)
7949,neutral,1,-118.385912,-118.385912,Delta,-118.385912,Bones2245,-118.385912,0,@JetBlue @markie_post I'd like to see Markie too.,40.74804263,-118.385912,2/20/2015 17:25,Earth,Central Time (US & Canada)
7950,neutral,1,-118.385912,-118.385912,Delta,-118.385912,SassmasterJosh,-118.385912,0,@JetBlue who do you think is gonna win Mayweather or Pacquiao?,40.74804263,-118.385912,2/20/2015 17:10,.,Pacific Time (US & Canada)
7951,negative,1,Late Flight,1,Delta,-118.385912,JordantheJew,-118.385912,0,@JetBlue thanks for making me miss an important dinner tonight. 2 hr delay and now 20 min on Tarmac... #worst,40.74804263,-118.385912,2/20/2015 17:08,"New York, NY",Eastern Time (US & Canada)
7952,positive,1,-118.385912,-118.385912,Delta,-118.385912,misschris715,-118.385912,0,@JetBlue yes! Terra blue chips were my favorite. :),40.74804263,-118.385912,2/20/2015 16:57,"los angeles, ca",Pacific Time (US & Canada)
7953,positive,1,-118.385912,-118.385912,Delta,-118.385912,greggweiss,-118.385912,0,"@JetBlue I DM'd my confirmation code... Thanks again for your help! Mommy, daddy, and kids appreciate it!",40.74804263,-118.385912,2/20/2015 16:39,"Hastings on Hudson, NY",Eastern Time (US & Canada)
7954,neutral,1,-118.385912,-118.385912,Delta,-118.385912,JetBlueNews,-118.385912,0,@JetBlue Airways Corporation Insider Trading Update - Rock Hill Daily http://t.co/vvzkSMFKVw,40.74804263,-118.385912,2/20/2015 16:36,USA,Sydney
7955,neutral,0.68,-118.385912,0,Delta,-118.385912,KTrerotola,-118.385912,0,@JetBlue thanks! I only loose 'em at airports...1st time we found it. I think @fitbit needs to make flexes that stay on when carrying bags!,40.74804263,-118.385912,2/20/2015 16:34,"Boston, MA",Eastern Time (US & Canada)
7956,negative,1,Late Flight,1,Delta,-118.385912,pseudomachine,-118.385912,0,@JetBlue I don't have enough hands to count the number of times something like this has delayed my flight with you guys. Very disappointed.,40.74804263,-118.385912,2/20/2015 16:33,New York City,Eastern Time (US & Canada)
7957,negative,1,Customer Service Issue,0.6376,Delta,-118.385912,KTrerotola,-118.385912,0,@JetBlue just called that number and left message. Are you at to pass along message to team too?,40.74804263,-118.385912,2/20/2015 16:30,"Boston, MA",Eastern Time (US & Canada)
7958,positive,0.6846,-118.385912,-118.385912,Delta,-118.385912,hgeronemus,-118.385912,0,"Cool! ""@JetBlue: @hgeronemus We are 60% there and anticipate completing installation on all our A320's this year. http://t.co/sGckBopATA”",26.07159064,-80.14770942,2/20/2015 16:27,"Fort Lauderdale, FL",Eastern Time (US & Canada)
7959,positive,1,-118.385912,-118.385912,Delta,-118.385912,greggweiss,-118.385912,0,@JetBlue Love you guys sooooooo much. Ridiculously appreciated! A+ service!,40.74804263,-118.385912,2/20/2015 16:26,"Hastings on Hudson, NY",Eastern Time (US & Canada)
7960,negative,1,Late Flight,1,Delta,-118.385912,greggweiss,-118.385912,0,@JetBlue Any option for luggage assistance on the ground at HPN? Flight 2168 delayed 2+ hours &amp; we will have 2 sleeping kids when we land,40.74804263,-118.385912,2/20/2015 16:22,"Hastings on Hudson, NY",Eastern Time (US & Canada)
7961,negative,1,Lost Luggage,1,Delta,-118.385912,KTrerotola,-118.385912,0,@JetBlue can you ask SLC checkin/bag drop if they found a dark blue/blackish fit bit flex? Would've lost it there around 445pm MT,40.74804263,-118.385912,2/20/2015 16:17,"Boston, MA",Eastern Time (US & Canada)
7962,positive,1,-118.385912,-118.385912,Delta,-118.385912,ChicoArtist,-118.385912,1,"@JetBlue you are officially my favorite, thank you for the wonderful service at JFK",40.74804263,-118.385912,2/20/2015 16:12,-118.385912,Pacific Time (US & Canada)
7963,negative,1,Late Flight,0.6748,Delta,-118.385912,pseudomachine,-118.385912,0,@JetBlue seriously?? What is going on?! http://t.co/mTHM9waObu,40.74804263,-118.385912,2/20/2015 16:08,New York City,Eastern Time (US & Canada)
7964,negative,1,Late Flight,1,Delta,-118.385912,farms122,-118.385912,0,@JetBlue any news on flight 122 pbi-boston delay? Can we wait to arrive at airport based on reported 1 and 1/2 hour delay?,40.74804263,-118.385912,2/20/2015 16:06,-118.385912,Eastern Time (US & Canada)
7965,positive,0.6544,-118.385912,-118.385912,Delta,-118.385912,JetBlueNews,-118.385912,0,@JetBlue Airways Corporation (NASDAQ:JBLU) Reaches on New High Range ... - StreetWise Report http://t.co/C7tpdKqULM,40.74804263,-118.385912,2/20/2015 16:05,USA,Sydney
7966,positive,0.6669,-118.385912,-118.385912,Delta,-118.385912,Laneit360,-118.385912,0,@JetBlue thanks...,40.74804263,-118.385912,2/20/2015 15:53,Here & There,Eastern Time (US & Canada)
7967,negative,0.653,longlines,0.3513,Delta,-118.385912,noplasticshower,-118.385912,0,.@JetBlue i'm sorry.  Boarding chaos is underway.  Please query again post scrum.,40.74804263,-118.385912,2/20/2015 15:51,planet earth,-118.385912
7968,negative,1,Late Flight,0.3442,Delta,-118.385912,barrystanbridge,-118.385912,0,@JetBlue were boarding now I'm really not impressed. I've learnt a very valuable lesson .,40.64530946,-73.77617682,2/20/2015 15:50,Leighton Buzzard,-118.385912
7969,neutral,1,-118.385912,-118.385912,Delta,-118.385912,Laneit360,-118.385912,0,"@JetBlue question, flying for the 1st time with my 16mont old son...do I need to bring anything for him? Birth certificate/S.S. card etc?",40.74804263,-118.385912,2/20/2015 15:50,Here & There,Eastern Time (US & Canada)
7970,neutral,1,-118.385912,-118.385912,Delta,-118.385912,noplasticshower,-118.385912,0,.@JetBlue process begins 6:48,40.74804263,-118.385912,2/20/2015 15:48,planet earth,-118.385912
7971,negative,1,Customer Service Issue,1,Delta,-118.385912,andrewdobos,-118.385912,0,.@JetBlue yes. Filed a claim and they issued $30 credit as a courtesy. The whole thing seems exceptionally uncourteous to me.,0,0,2/20/2015 15:45,Boston MA USA,Eastern Time (US & Canada)
7972,negative,1,Late Flight,1,Delta,-118.385912,noplasticshower,-118.385912,0,.@JetBlue yes and not boarding at 6:44. Good luck with that. Push wheels up to reality.  Dare you.,40.74804263,-118.385912,2/20/2015 15:44,planet earth,-118.385912
7973,negative,0.6931,Can't Tell,0.3663,Delta,-118.385912,barrystanbridge,-118.385912,0,@JetBlue I tried a burger which was good but expensive! Were lead to believe that food in the USA is cheap butnot here!,40.64534568,-73.77609616,2/20/2015 15:39,Leighton Buzzard,-118.385912
7974,negative,1,Customer Service Issue,0.3395,Delta,-118.385912,barrystanbridge,-118.385912,0,@JetBlue I'm a trying ! But I'm tired and getting grumpy !,40.64531687,-73.77617765,2/20/2015 15:34,Leighton Buzzard,-118.385912
7975,negative,0.6703,Late Flight,0.6703,Delta,-118.385912,barrystanbridge,-118.385912,0,"@JetBlue flight1407, it's been a long day! Arrived from London at 11 this morning",40.64529157,-73.7761025,2/20/2015 15:27,Leighton Buzzard,-118.385912
7976,negative,0.6593,Late Flight,0.6593,Delta,-118.385912,NicoleMarieNoel,-118.385912,0,@JetBlue Why not deal with that while the plane's on the ground instead of diverting the plane &amp; adding 2 hrs to the flight?,40.74804263,-118.385912,2/20/2015 15:18,Bad Wolf Bay,Eastern Time (US & Canada)
7977,negative,1,Lost Luggage,0.6842,Delta,-118.385912,HCtwo,-118.385912,0,"@JetBlue looks like their inflatable car seats got left on the plane, so I guess they'll be back sometime!! #savethoseseats",40.74804263,-118.385912,2/20/2015 15:15,The City of New York,Eastern Time (US & Canada)
7978,neutral,0.6874,-118.385912,-118.385912,Delta,-118.385912,Rowe0neTen,-118.385912,0,@JetBlue imma need the hook up tho,40.74804263,-118.385912,2/20/2015 15:12,South jamaica.. Queens,Pacific Time (US & Canada)
7979,positive,1,-118.385912,-118.385912,Delta,-118.385912,Rowe0neTen,-118.385912,0,@JetBlue thanks!,40.74804263,-118.385912,2/20/2015 15:11,South jamaica.. Queens,Pacific Time (US & Canada)
7980,neutral,1,-118.385912,-118.385912,Delta,-118.385912,Rowe0neTen,-118.385912,0,@JetBlue so what about California,40.74804263,-118.385912,2/20/2015 15:07,South jamaica.. Queens,Pacific Time (US & Canada)
7981,neutral,0.66,-118.385912,-118.385912,Delta,-118.385912,mkboston13,-118.385912,0,@JetBlue Thanks. Which day of the week is the direct?  The flights I saw went thru JFK   ☀️,40.74804263,-118.385912,2/20/2015 15:01,shopping. anywhere  ,Quito
7982,neutral,1,-118.385912,-118.385912,Delta,-118.385912,Rowe0neTen,-118.385912,0,@JetBlue Hawaii what deals u have for me,40.74804263,-118.385912,2/20/2015 14:58,South jamaica.. Queens,Pacific Time (US & Canada)
7983,neutral,0.6492,-118.385912,-118.385912,Delta,-118.385912,pseudomachine,-118.385912,0,@JetBlue Thank you.,40.74804263,-118.385912,2/20/2015 14:55,New York City,Eastern Time (US & Canada)
7984,negative,1,Flight Booking Problems,0.7001,Delta,-118.385912,JNH_61,-118.385912,0,@JetBlue Jan 5? That's not summer http://t.co/TpzhjX7Hbt,40.74804263,-118.385912,2/20/2015 14:54,SJ-BOS-SJ,Quito
7985,neutral,0.7088,-118.385912,-118.385912,Delta,-118.385912,Rowe0neTen,-118.385912,0,@JetBlue y'all got prices for the low??,40.74804263,-118.385912,2/20/2015 14:51,South jamaica.. Queens,Pacific Time (US & Canada)
7986,positive,0.7065,-118.385912,-118.385912,Delta,-118.385912,AroundTownGabby,-118.385912,0,@JetBlue - looking forward to it when we finally take off.,40.74804263,-118.385912,2/20/2015 14:48,"Suburb of Boston, MA",-118.385912
7987,negative,1,Late Flight,1,Delta,-118.385912,pseudomachine,-118.385912,0,"@JetBlue No, the flight wasn't until 9:51pm, but it's already been delayed.",40.74804263,-118.385912,2/20/2015 14:48,New York City,Eastern Time (US & Canada)
7988,negative,1,Late Flight,1,Delta,-118.385912,pseudomachine,-118.385912,0,"@JetBlue, why must you always delay my Late Flight night Orlando flights? 💔",40.74804263,-118.385912,2/20/2015 14:44,New York City,Eastern Time (US & Canada)
7989,negative,1,Lost Luggage,1,Delta,-118.385912,CGjmf,-118.385912,0,@JetBlue ...second incident of lost baggage.  I sent you a DM.  Thoughts?,40.74804263,-118.385912,2/20/2015 14:28,"Miami, FL",-118.385912
7990,negative,1,Late Flight,1,Delta,-118.385912,timmybicicleta,-118.385912,0,@JetBlue maybe announce the delay so we don't sit on the plane on the runway for an hour+ before taking off,40.74804263,-118.385912,2/20/2015 14:27,Boston,Atlantic Time (Canada)
7991,positive,1,-118.385912,-118.385912,Delta,-118.385912,NapToniusMonk,-118.385912,0,@JetBlue Please come to Indianapolis!,40.74804263,-118.385912,2/20/2015 14:23,-118.385912,Indiana (East)
7992,negative,1,Late Flight,1,Delta,-118.385912,timmybicicleta,-118.385912,0,@JetBlue flight 691 from bos to Tampa takeoff 40 min Late Flight,40.74804263,-118.385912,2/20/2015 14:19,Boston,Atlantic Time (Canada)
7993,neutral,1,-118.385912,-118.385912,Delta,-118.385912,VegasKingpin,-118.385912,0,@JetBlue When will you release November flights for Flight Booking Problems?,40.74804263,-118.385912,2/20/2015 14:16,-118.385912,Eastern Time (US & Canada)
7994,negative,0.6766,Customer Service Issue,0.3537,Delta,-118.385912,noplasticshower,-118.385912,0,".@JetBlue Ah grasshopper, your twitterz kung fu no good.  Hire geeks. http://t.co/8MWItRi9kF",40.74804263,-118.385912,2/20/2015 14:13,planet earth,-118.385912
7995,negative,0.6609,Customer Service Issue,0.6609,Delta,-118.385912,JNH_61,-118.385912,0,@JetBlue Did you discontinue nonstop service from SJC to BOS? Can't find 471 or 472 anywhere,40.74804263,-118.385912,2/20/2015 14:10,SJ-BOS-SJ,Quito
7996,negative,1,Late Flight,1,Delta,-118.385912,NicoleMarieNoel,-118.385912,0,@JetBlue Noooo!! Why is our previously direct flight from FLL&gt;SFO diverted to LAS? Now arriving almost 2 hrs Late Flightr. 👎,40.74804263,-118.385912,2/20/2015 14:06,Bad Wolf Bay,Eastern Time (US & Canada)
7997,negative,0.6987,Can't Tell,0.6987,Delta,-118.385912,noplasticshower,-118.385912,0,Well lets see.  You could pay for my Negroni with bitcoin. @JetBlue,40.74804263,-118.385912,2/20/2015 14:05,planet earth,-118.385912
7998,neutral,0.6563,-118.385912,0,Delta,-118.385912,pveganmama,-118.385912,0,@JetBlue do you know when the schedule for dec 2015 will be released?,40.74804263,-118.385912,2/20/2015 14:05,Oregon,Arizona
7999,neutral,1,-118.385912,-118.385912,Delta,-118.385912,mkboston13,-118.385912,0,@JetBlue do you have direct flights to and from Bos to St Lucia or Antigua?,40.74804263,-118.385912,2/20/2015 14:04,shopping. anywhere  ,Quito
